2019/10/04 15:27:04,6:49 ,"Woman aims to knit 2,020 cardigans for refugees","Close share panel
Media playback is unsupported on your device
Media captionThe idea for the knitting came from a giant cardigan knitted in 2011
A woman is trying to knit 2,020 jumpers and cardigans in a year to donate to child refugees.Eileen Johnson, 79, from Cardigan, Ceredigion, said she got the idea from a giant cardigan knitted in 2011 to mark the town's 900th anniversary.She spends some of her time sitting in the window of a cafe knitting and teaches children who may come in.More than 100 items have been knitted among her team of volunteers and the aim is to complete by September 2020.""I was born during the war and my mum taught me how to knit while in the air raid shelter when I was three years old,"" she said.
Image copyright
Stiwdio3
Image caption
She has been sent balls and knitting needles to help with her challenge
""I've lived through a war and I know a bit of what they [child refugees] are going through.""I've never been without needles since. Wherever I've been, wherever I am, whatever I'm doing, I've always got my knitting needles with me.""
Cardigan marks Cardigan's 900th
Cold storage for giant Cardigan
Student's sewing mission for refugees
She said the response had been ""tremendous"".""I couldn't have asked for it to be better,"" she added. ""The people of Cardigan are coming in with wool and needles. Somebody came in with 17 [items].""To hit the target by September 2020, an average of 39 jumpers or cardigans need to be knitted every week.
Image caption
Knitted jumpers and cardigans have been flooding in
Debbie Mossman, who is in charge of the cafe and community activities at Stiwdio 3, has been involved with a charity in Calais which works with refugees.""They'll make a lot of difference, not so much in Calais but throughout Europe where there are a lot of children living in desperate conditions and to have a new jumper that is created for them,"" she said.""Eileen came in with the idea of knitting cardigans on the basis we had the giant knitted cardigan in here.""We have community activities in here which try to encourage people to come and join in with community knitting and crochet sessions. ""We thought working together, we could involve a lot of the community in creating these jumpers for refugees."""
2019/10/04 15:50:06,6:57 ,Whisky industry hopes Trump will re-think tariffs,"Close share panel
Image copyright
Getty Images
Single malt Scotch whisky exported to the United States is to face a tariff of 25% from 18 October.The new duty is part of a raft of measures being imposed by the US in retaliation against EU subsidies given to aircraft maker Airbus.Other goods being targeted include cashmere sweaters, dairy products, pork, books and some machinery.Scotch exports to the US last year were worth $1.3bn (£1bn), with single malts accounting for a large share of that. The US was given the go-ahead to impose tariffs on $7.5bn (£6.1bn) of goods it imports from the EU following a World Trade Organisation (WTO) ruling on Wednesday.
It is the latest chapter in a 15-year battle between the US and the EU over illegal subsidies for planemakers Airbus and rival Boeing.
Image copyright
Getty Images
The ruling by the WTO will mean tariffs on EU goods ranging from aircraft to agricultural products.Brussels has threatened to retaliate similarly against US goods.'Serious situation'Karen Betts, chief executive of the Scotch Whisky Association, said it was a blow to the Scotch whisky sector.""This is a serious situation for the industry,"" she said. ""We heard overnight that a 25% import tariff will be imposed on all single malts into the United States and also all Scotch whisky liqueurs, and that's from a position of zero. ""We've had a zero tariff on imports to the United States for the past 25 years, so this is quite a hike.""The Scotch whisky industry directly employs about 11,000 people in Scotland, and many more indirectly through its supply chain.More than 7,000 of the jobs are in rural areas across the country.A spokesman for the UK's Department for International Trade said: ""Resorting to tariffs is not in the interests of the UK, EU or US. ""The UK is working closely with the US, EU and European partners to support a negotiated settlement to the Airbus and Boeing disputes.""The UK, through the EU, is seeking confirmation from the WTO that we have complied fully with WTO rulings regarding support to Airbus, and should not be subject to tariffs.""How did this row start?
Image copyright
Getty Images
Image caption
Airbus' A380 was unfairly subsidised, WTO says
The US first filed the case in 2004, arguing that cheap European loans for Airbus amounted to illegal state subsidies.The WTO decided in favour of the US, which subsequently complained that the EU and certain member countries were not in compliance with the decision, prompting years of further wrangling.The US had sought to impose tariffs on about $11bn in goods. Though the WTO cut that figure to $7.5bn, Wednesday's decision still marks the largest penalty of its kind in the organisation's history.The WTO's dispute settlement body must formally adopt the ruling but is not expected to overturn the decision."
2019/10/07 10:41:03,1:44 ,Former top Barclays bankers face fraud trial,"Close share panel
Image copyright
Getty Images
Image caption
Roger Jenkins was chairman of investment banking in the Middle East
Three former top Barclays executives are due in court on Monday charged with fraud linked to how the bank raised billions of pounds from Qatar in 2008.The Serious Fraud Office (SFO) case centres on alleged undisclosed payments to Qatar in return for cash that helped the bank during the financial crisis.Roger Jenkins, Tom Kalaris, and Richard Boath all deny wrongdoing.    Former Barclays chief executive John Varley, their co-defendant in a previous trial, was acquitted in June.The SFO's criminal proceedings against the bank itself were also dismissed by a court last year. Mr Varley and Barclays had each denied wrongdoing.
Mr Jenkins, 64, was the chairman of investment banking in the Middle East, while Mr Kalaris, 63, headed the wealth division and Mr Boath, 60, led the European corporate finance arm.The trio is each charged with conspiracy to commit fraud by false representation and fraud by false representation.Former Barclays head cleared of fraud chargesThe case centres on claims of secret payments to Qatar as part of a deal to raise more than £11bn ($13.6bn) from investors in two tranches in June and October 2008.It is claimed that these multi-million pound payments to investors, including to the then prime minister of the Gulf state, Sheikh Hamad bin Jassim bin Jabr al-Thani, were not property disclosed to the markets.The cash injection from Qatar helped Barclays avoid the government bailout fate of High Street rivals, including Royal Bank of Scotland.The defendants were charged in 2017 after the SFO spent years investigating the allegations. The trial is regarded as a high stakes case for the SFO, which has been accused of failing to pursue companies and individuals over their part in the financial crisis.The charges against Mr Jenkins relate to his involvement in the June and October Qatar fundraisings. The cases of the two other men relate to the June fundraising only.Monday's Old Bailey trial will start with jury selection, and the case is expected to last several months."
2019/10/07 11:01:03,2:57 ,Police urge US to waive crash suspect's immunity,"Close share panel
Media playback is unsupported on your device
Media captionHarry's mother, Charlotte Charles, and father, Tim Dunn plea for the return of fatal crash suspect
A chief constable has written to the US Embassy in London demanding the return of an American diplomat's wife who is a suspect in a fatal crash inquiry.Harry Dunn, 19, died when his motorbike collided with a car near RAF Croughton in Northamptonshire on 27 August.The diplomat's wife, named as Anne Sacoolas, left the UK despite telling police she did not plan to.Nick Adderley, of Northamptonshire Police, has urged the embassy to waive her diplomatic immunity.He said he had appealed to US authorities ""in the strongest terms"".
Mr Dunn's mother, Charlotte Charles, said leaving the country was ""such a dishonourable thing to do"" and urged Ms Sacoolas to ""come back"". His father, Tim Dunn, said they needed to get the truth.Ms Charles added: ""We are not out to get her put behind bars. If that's what the justice system ends up doing then we can't stop that but we're not out to do that, we're out to try and get some peace for ourselves.""The US Embassy previously said ""security and privacy considerations"" precluded it from naming the suspect.
Image copyright
Family photo
Image caption
The teenager, from Charlton, Banbury, died in hospital after his motorbike crashed with a Volvo
On Saturday the US State Department said diplomatic immunity was ""rarely waived"" but Foreign Secretary Dominic Raab urged the US Embassy to reconsider.Under the 1961 Vienna Convention, diplomats and their family members are immune from prosecution in their host country, so long as they are not nationals of that country. However, their immunity can be waived by the state that has sent them.Mr Adderley was asked on Twitter whether Ms Sacoolas was lawfully entitled to claim diplomatic immunity.Should diplomats still have immunity?He replied: ""The short answer is yes,"" adding that both he and Northamptonshire Police and Crime Commissioner Stephen Mold had written to the US Embassy, urging that the waiver be applied ""in order to allow the justice process to take place"".
Image copyright
Getty Images
Image caption
The crash happened on the B4031 near RAF Croughton, Northamptonshire
The US State Department said on Saturday that the incident involved ""a vehicle driven by the spouse of a US diplomat assigned to the United Kingdom"".Police said the suspect had ""engaged fully"" following the crash near RAF Croughton, a US Air Force communications station, and said ""she had no plans to leave the country in the near future"".The US State Department has said it is in ""close consultation"" with British officials and has offered its ""deepest sympathies"" to the family of Mr Dunn.""Any questions regarding a waiver of immunity with regard to our diplomats and their family members overseas in a case like this receive intense attention at senior levels and are considered carefully given the global impact such decisions carry; immunity is rarely waived,"" it added."
2019/10/07 15:33:02,7:13 ,Psychiatry 'crisis' as 10% consultant posts vacant,"Close share panel
Image copyright
Getty Images
One in 10 consultant psychiatrist positions in Scotland are vacant, according to a new report, leading to claims the profession is facing a ""workforce crisis"". A census by the Royal College of Psychiatrists found that vacancy rates are particularly high in child and adolescent mental health services. More than one in six consultant posts (17.5%) in Camhs is vacant. Ministers say they have invested £54m in mental health services.The census found that 72 out of 747 consultant psychiatry posts (9.7%) in Scotland are vacant. In 2017, one in 16 posts (6.3%) were vacant.
Across the UK, the vacancy rate is 9.6%. Due to retireProfessor John Crichton, chairman of the Royal College of Psychiatrists (RCPsych) in Scotland, said: ""We have a workforce crisis on our hands and need more junior doctors to choose psychiatry.""Simply put the supply does not meet the demand.""He said many psychiatrists were expected to retire within five years and there had been a drop in the numbers of psychiatrists choosing to progress to higher training.Junior doctors need to spend six years training before gaining consultant status, he added, which also contributes to the shortage.He said the Scottish government needed to do more.
Charlie's experience
Image copyright
Charlie MacKenzie
Charlie MacKenzie, from Glasgow, waited eight years to finally get the specialist mental health treatment she needed.The 21-year-old has autism, borderline personality disorder and complex PTSD.Her first interaction with Camhs was aged seven when she went for an assessment but was rejected for treatment until eventually being accepted eight years later.She said: ""My mental health is better than it was once was, but I still have my ups and downs.""If I had been seen quicker way back when this all started, then I might have not had the same mental health problems.""We urgently need more psychiatrists, especially within Camhs.""
'Mental health epidemic'The Scottish government standard states that 90% of children and young people should start treatment within 18 weeks of referral to Camhs.However, the research found that just under seven out of 10 (69.7%) children and young people were seen within 18 weeks in the three months to June, down from 73.6% for the previous quarter and 67.5% for the quarter ending June 2018.A Scottish Children's Services Coalition spokeswoman said the country was experiencing a ""mental health epidemic"".A Scottish government spokeswoman said: ""Over the past five years we have increased the number of posts and in 2018 we saw a significant improvement in recruitment to psychiatric specialities.""There has also been an increase of 15% (11.8 whole time equivalent) in the number of Camhs psychiatrists since this additional funding came into place in March 2016.""We are investing £54m in a comprehensive package of support to improve access to mental health services for adults and children, providing funding for additional staff and workforce development."""
2019/10/07 15:41:04,7:33 ,Knife crime 'rising fastest outside London',"Close share panel
Related TopicsKnife crime
Media playback is unsupported on your device
Media captionLydia Lawrence has been stabbed twice but now helps others to avoid the dangers of knife crime
The rate of knife attacks in some regional towns and cities is higher than in many London boroughs, BBC analysis of police figures suggests.Overall, London remains the most dangerous part of England and Wales - but data, obtained from 34 of the 43 police forces, shows the rate of serious knife crime offences rising sharply in some areas outside London, and outstripping some of the city's boroughs in places like the city of Manchester, Slough, Liverpool and Blackpool.
Ten charts on the rise of knife crime
Killed in 2019: The UK's first 100 victims
""We are suffering just as much as anywhere else,"" said Byron Highton whose brother Jon-Jo was 18 when he was stabbed to death with a sword and an axe as he walked home in Preston, in 2014. ""The whole country is suffering from knife crime, but small cities in the north like Preston get no mention.""
Under Freedom of Information Law, the BBC asked all 43 regional police forces in England and Wales for details of serious knife crime in their area.
Serious knife crime is defined as any assault, robbery, threat to kill, murder, attempted murder or sexual offence involving a knife or sharp instrument. In Lancashire, the figures show knife crime has almost doubled in five years, rising from 455 offences in 2014, to 981 in 2018.
Image caption
Jon-Jo Highton was just 18 when he was stabbed to death in Preston, his home town
Jon-Jo had survived a previous attack the year before when he was stabbed 24 times with a machete. Byron, who has suffered from depression since witnessing one of the attacks, now works for Safety Guide Foundation, giving knife crime talks in schools across north-west England.""Young people have a lack of respect for life,"" he said. ""The scary part is how bad is it going to be in 10 years if this generation isn't fixed.""
Image caption
Byron Highton witnessed one of the attacks on his brother
Manchester, Liverpool, Slough and Nottingham are all in the top 25 most dangerous places in England and Wales for serious knife crime. The safest areas with less than one crime per 10,000 people include Dorset, the Cotswolds, Monmouthshire and the Malvern.In Scotland, police collect crime statistics differently, so there are no separate records for knife attacks. However, knife possession has increased in recent years, with more than 2,300 crimes reported last year.
Sorry, your browser cannot display this map
The girl 'threatened with a machete'It's not just young men who are affected. In Blackpool, students Keeley, 17, and Lauren, 18, have both been threatened on the estate where they live, with knives brandished in relatively trivial teenage disagreements.  ""I got threatened with a machete in a park by a group of lads when I was playing football,"" Keeley said. ""They wanted to play in our half, but we said no.""
Image caption
Students Lauren (l) and Keeley have both been threatened with stabbing near their homes
Lauren says she doesn't feel safe in the town: ""Me and my mate were walking home and a guy came out and threatened to stab one of my mates.""In 2018, the resort had 14.3 serious knife crime offences per 10,000 people, putting it in the top 25 most dangerous places for knife crime in England and Wales, of the 275 areas which gave data.  Drugs gangs, school exclusion rates, poverty, unemployment and cuts to services have all been blamed for a rise in youth violence in towns like Blackpool and Preston.Last month, official figures showed eight of the 10 most deprived neighbourhoods in England were in Blackpool.  ""There is a significant issue with county lines [drugs courier] gangs in Blackpool, and from that we are seeing that means a lot of young people are carrying knives,"" Ashley Hackett, chief executive of Blackpool Football Club Community Trust , told the BBC. ""We have an awful lot of children and teenagers who are living in deprivation and whatever way they can find to earn money and support households, legally and illegally, they are doing it. That includes drugs and knives,"" he added. In 2018, almost half of all suspects in serious knife crime offences in England and Wales, were aged 24 and under.
'Emotionally exploited' The experiences of young women like Keeley and Lauren are becoming more commonplace. Last year, 15% of knife crime suspects were female and, including those attacked in domestic abuse incidents, a quarter of victims of knife crime were women. Dr Mike Rowe of Liverpool University, who has been observing police officers at work for the past six years, told the BBC: ""Girls and young women are being exploited to carry weapons because they are much less likely to be stopped and searched by police. ""The attention on male suspects may lead to the deliberate recruitment of young women.""Anti-knife crime campaigner Lydia Lawrence, who has herself survived two stabbings by two different women, agrees that gang violence is on the rise, and girls with low self-esteem are being emotionally exploited. Ms Lawrence, who's from west London, was first a victim of knife crime aged just 12, when she was cut on her face. She nearly died when she was 21, after being stabbed through her kidney and liver. Ms Lawrence, who was born in prison, excluded from school at 12 and homeless by 16, warned that girls from troubled backgrounds and broken homes are the most at risk.Dr Rowe believes police responses to knife crime have been ""seriously hampered by the cuts in the past eight years and more"", contributing to a fall in the number of cases solved.
He said that every time there is a stabbing, officers are pulled from neighbourhood teams to guard the scene as forensics are gathered. ""It's these neighbourhood teams that would normally be expected to gather the intelligence which investigations of knife crime and gang activity rely on. ""So there is a vicious cycle in which rising demands hinder the capacity to investigate those very crimes.""
Police hail knife crime fall in Manchester
People 'scared to leave homes' over drugs
Assistant Chief Constable Jackie Sebire, the national lead in tackling serious violent crime at the National Police Chiefs' Council, blamed police funding cuts for the fall in charge rates. ""The large reduction in police funding since 2010 has meant fewer detectives with less time and a bigger workload taking on long investigations, meaning it can be more difficult to get a charge.""In some cases police have fearful witnesses, and victims who do not feel able to engage with officers or the court process.""This means there is little possibility of a prosecution. ""Some forces who have been given additional funding to tackle violence are using that to improve forensic capabilities, so even when the victim is unwilling to proceed, police can still progress a case.""A Home Office spokesperson responded: ""We are taking action to tackle the violent crime which has such a devastating impact on our communities.""This includes supporting the police by recruiting 20,000 new police officers over the next three years, making it easier for them to use stop and search powers, and investing £10m in additional funding to allow forces to increase the number of officers carrying Tasers."""
2019/10/07 15:43:04,7:13 ,Psychiatry 'crisis' as 10% consultant posts vacant,"Close share panel
Image copyright
Getty Images
One in 10 consultant psychiatrist positions in Scotland are vacant, according to a new report, leading to claims the profession is facing a ""workforce crisis"". A census by the Royal College of Psychiatrists found that vacancy rates are particularly high in child and adolescent mental health services. More than one in six consultant posts (17.5%) in Camhs is vacant. Ministers say they have invested £54m in mental health services.The census found that 72 out of 747 consultant psychiatry posts (9.7%) in Scotland are vacant. In 2017, one in 16 posts (6.3%) were vacant.
Across the UK, the vacancy rate is 9.6%. Due to retireProfessor John Crichton, chairman of the Royal College of Psychiatrists (RCPsych) in Scotland, said: ""We have a workforce crisis on our hands and need more junior doctors to choose psychiatry.""Simply put the supply does not meet the demand.""He said many psychiatrists were expected to retire within five years and there had been a drop in the numbers of psychiatrists choosing to progress to higher training.Junior doctors need to spend six years training before gaining consultant status, he added, which also contributes to the shortage.He said the Scottish government needed to do more.
Charlie's experience
Image copyright
Charlie MacKenzie
Charlie MacKenzie, from Glasgow, waited eight years to finally get the specialist mental health treatment she needed.The 21-year-old has autism, borderline personality disorder and complex PTSD.Her first interaction with Camhs was aged seven when she went for an assessment but was rejected for treatment until eventually being accepted eight years later.She said: ""My mental health is better than it was once was, but I still have my ups and downs.""If I had been seen quicker way back when this all started, then I might have not had the same mental health problems.""We urgently need more psychiatrists, especially within Camhs.""
'Mental health epidemic'The Scottish government standard states that 90% of children and young people should start treatment within 18 weeks of referral to Camhs.However, the research found that just under seven out of 10 (69.7%) children and young people were seen within 18 weeks in the three months to June, down from 73.6% for the previous quarter and 67.5% for the quarter ending June 2018.A Scottish Children's Services Coalition spokeswoman said the country was experiencing a ""mental health epidemic"".A Scottish government spokeswoman said: ""Over the past five years we have increased the number of posts and in 2018 we saw a significant improvement in recruitment to psychiatric specialities.""There has also been an increase of 15% (11.8 whole time equivalent) in the number of Camhs psychiatrists since this additional funding came into place in March 2016.""We are investing £54m in a comprehensive package of support to improve access to mental health services for adults and children, providing funding for additional staff and workforce development."""
2019/10/07 15:44:04,7:33 ,Knife crime 'rising fastest outside London',"Close share panel
Related TopicsKnife crime
Media playback is unsupported on your device
Media captionLydia Lawrence has been stabbed twice but now helps others to avoid the dangers of knife crime
The rate of knife attacks in some regional towns and cities is higher than in many London boroughs, BBC analysis of police figures suggests.Overall, London remains the most dangerous part of England and Wales - but data, obtained from 34 of the 43 police forces, shows the rate of serious knife crime offences rising sharply in some areas outside London, and outstripping some of the city's boroughs in places like the city of Manchester, Slough, Liverpool and Blackpool.
Ten charts on the rise of knife crime
Killed in 2019: The UK's first 100 victims
""We are suffering just as much as anywhere else,"" said Byron Highton whose brother Jon-Jo was 18 when he was stabbed to death with a sword and an axe as he walked home in Preston, in 2014. ""The whole country is suffering from knife crime, but small cities in the north like Preston get no mention.""
Under Freedom of Information Law, the BBC asked all 43 regional police forces in England and Wales for details of serious knife crime in their area.
Serious knife crime is defined as any assault, robbery, threat to kill, murder, attempted murder or sexual offence involving a knife or sharp instrument. In Lancashire, the figures show knife crime has almost doubled in five years, rising from 455 offences in 2014, to 981 in 2018.
Image caption
Jon-Jo Highton was just 18 when he was stabbed to death in Preston, his home town
Jon-Jo had survived a previous attack the year before when he was stabbed 24 times with a machete. Byron, who has suffered from depression since witnessing one of the attacks, now works for Safety Guide Foundation, giving knife crime talks in schools across north-west England.""Young people have a lack of respect for life,"" he said. ""The scary part is how bad is it going to be in 10 years if this generation isn't fixed.""
Image caption
Byron Highton witnessed one of the attacks on his brother
Manchester, Liverpool, Slough and Nottingham are all in the top 25 most dangerous places in England and Wales for serious knife crime. The safest areas with less than one crime per 10,000 people include Dorset, the Cotswolds, Monmouthshire and the Malvern.In Scotland, police collect crime statistics differently, so there are no separate records for knife attacks. However, knife possession has increased in recent years, with more than 2,300 crimes reported last year.
Sorry, your browser cannot display this map
The girl 'threatened with a machete'It's not just young men who are affected. In Blackpool, students Keeley, 17, and Lauren, 18, have both been threatened on the estate where they live, with knives brandished in relatively trivial teenage disagreements.  ""I got threatened with a machete in a park by a group of lads when I was playing football,"" Keeley said. ""They wanted to play in our half, but we said no.""
Image caption
Students Lauren (l) and Keeley have both been threatened with stabbing near their homes
